x,w,wexp(x^2),Hn(x+eps),Hn(x-eps)
H4
0.52464762327529031788406025383474134141357856516946337190186017544378521262517382363614555317225037100778636532401988987876932572978255530488571547680728676599059554691541113477571228149165104166578468894021299895800717419967757574330896185823688475239863183390257002758938007541003785932934031471456654014,0.80491409000551283650604918448068417963544181142286974554155811134841192379090590963546247163536058990227988544026686097293526511816541616336398718110374862262099328123423631574823407308415192232077705888808789844240768618338289848305068644818724624757575087586760526875142045351339885590460911913173626518,1.0599644828949691946770008263290287807981242499057041848819773079579715100740282421228159684393738446096180263945889190540038765724224940266967510653777843961512947549002275871919230893692712597264922603010594840485398860959597236723909763750116582456568478499184101163748162778600144958569892702683253085,1.4193e-307,-3.1559e-307
1.6506801238857845558833411111207455437894347069037757070303733233420577987787078173025504890355303329632650569484445875671056871563835178886127500662996697170738363728422311867274269453446285127508091608496657702244741275328842355879398597664155123812221831687512473219517427812524186190355300691097983944,0.081312835447245177143034557189888411763332916638323818565345783578043718504610181052012856733911742805833526371874424360182811314696795137898559673697644911610025568092316245676728513430323490793688988801546082957679633324292841377207663646905370761716972611379851051405540434249554252298100547118716934028,1.2402258176958158231360213363051483382957111578423986741904778869978118103165464106312247303771207737766294792633404913492901904513989314812812113405135517264448735182433415719523917156390261610314177068682886652047489264993588441115873800256163745884795325063149334015148438276031286433263260836333786862,-1.5366e-306,1.3423e-306
H5
0,0.94530872048294188122568932444861076415869304326527313504736415458821935178188383006664035026055715488865430593295070435532594819505302538801338331178815310317975343928165606551996009228210710732209711753560958016009314080818745585094224010143212480991223838639728674150075828028048331541622364400048341248,0.94530872048294188122568932444861076415869304326527313504736415458821935178188383006664035026055715488865430593295070435532594819505302538801338331178815310317975343928165606551996009228210710732209711753560958016009314080818745585094224010143212480991223838639728674150075828028048331541622364400048341248,-1.3624e-646456991,1.3624e-646456991
0.95857246461381850711277059389298831818608885525818853158614350730249603342913294302160499782745902460862791192023662109941615962766141704498234420229505781800562117688376561916109619981049399219229381687736455338578239286199057357463359859654226991755634307551296117049908455784354659111279349538404835463,0.39361932315224115982849562085209363445485822905463794045688935527124909579068335363829038787031639009661695177531484321257935808613395436218341075504614333004928015700608433537241919802132068000264127614472721914033335164535112562049418683432822175708885718453869332857765642655320191100963258789365953069,0.98658099675142817049379100089317257714002098148042760177802842304559555486208697630984115427137806443457115077522904435186408348837924481853804870324687723706400344437810812093889503688622208549923502123780728062006356093935702417985368681352566121941778129091465023386490506539800263257924155523508442149,1.2697e-306,-7.9919e-307
2.0201828704560856329287240881446451470522321474650473926832631624059913801840332042107317658799264761135249749447312173763889686227550611900863427812886560306232424186921355881986556793870387178768092180563431357235705858215193475458858910777800717089947086884012757228952016105541304156834778035599062434,0.01995324205904591320774345859417357486456997737391905612633246236109687061389082201586476536867736516716930707035108994287574424920174424507244444386117365259186197267964019329256334235210117945077621277710197217970739745823088631429304321004833284724774710951011962082892532106950953948496525635655196227,1.1814886255359876045006425710344389869244500872136696959445783193238946633951921493029868795312292821388420197819127399153758498387488652987682965601385124603066895028313220891936342033036099293867317778019698488214745128573579901834755928311857746742011487989190588558900059167211280464198744407672602508,-1.1358e-305,2.5398e-305
H6
0.43607741192761650867921594825062491076625666893182680585154916114480321716562172902904331167655775974299841295505586003190728868956997517541609174004759420773689088441104490282090506300206738628104794130379449404110493134108252537474409329911885897268489883518554901008002880118402815307660313869419693398,0.72462959522439252409191470559756717155395000608504612070434352401865175453204581346460010221768281745687714626538959252182875253661394678598607871880963779853586761641054868613880762063083277058285838862399027016716771481968578502580735370921438480943841451927929124883533480888307284115802967905221324209,0.87640133443623056039828858487330782721814361572723265653704099245126879902236463088979361101302805848828911214784262328159581206271808626539987234979428078555442887404088081489830869679206740589501639985385876329406330344154560987625510332910311267639708408039918966100494886489823559485403233440840384706,-1.9750e-306,6.6614e-307
1.3358490740136969497148952829703706739725895261250108139948144291988243794979460537283230207455024967910881184451344316891177444461247301653813551137592452041897125681428183555395793070081185260337874591112863072410723388557968513098998253461970411661240666580927750612636424059296971091554984552849412456,0.15706732032285664391631156350837826891231465003570773330488589821280691866530745312046816288641693436612376927118178012631087741260188944737647027842567116119716132426577377146011688765140246074364882222855226247218124185678585951904338885253461625462243797237637906377215182683000660573691010182447562378,0.93558055763118051603073959777181960943469315244856684281605708784774270992015135746165154719057364160906942698356984541747990692971093034161869215498018905251177162830848933344444688293843873351263354510827970663027661802416206735505142302107192813742692585495092150833659274225244435197677969257586037656,7.0674e-306,-1.5624e-305
2.350604973674492222833921987060920846537863827294099092297386527143522663733164041215386513198952701348829600893891826621230175330957114364072287506637695774739622231985839110541771004917459086254965207625515851027985662742389531496821093016722066756856968746207438799980057240647108978834435090933830484,0.0045300099055088456408574725646271509325100719404397100976744726949969690981628241024070632651725808851124962755699126849784464836463750678999978575660845744979899086502301038260380782322401817879588368370914487607383628312040953154076075333436159452318709955917860075494742520498736613077698853737643333384,1.1369083326745245502323679071317713234353885832785652593354635887695137524050777598215290602428834212215026494941114188041988385464097013108615199853046576490697870313038528938807148654163984406435151292774712466385705952204133410888007960936757559027706357807097089415259505174400197025095497084661452595,-1.9898e-304,6.8248e-305
H7
0,0.81026461755680732676487656381309494070745117994166268718345498964704515867018614005712030022333470419027511937110060373313652702433116461829718569581841694558264580509856234187425150767037752056179752931623678299436554926416067644366477722979896412278191861691196006414350709738327141321390598057184292499,0.81026461755680732676487656381309494070745117994166268718345498964704515867018614005712030022333470419027511937110060373313652702433116461829718569581841694558264580509856234187425150767037752056179752931623678299436554926416067644366477722979896412278191861691196006414350709738327141321390598057184292499,1.9073e-646456990,-1.9073e-646456990
